vol_num,等級,立意,結構,修辭,敘述,啟發,總分,題目,作答
106_06,A,4,4,4,4,4,20,"「有經驗」或「沒經驗」其實各有利弊；是利是弊，是阻力是助力，端看事件的性質、事態的發展或當事人如何看待……而定；至於「好經驗」或「壞經驗」，或許也存在著不同的意義與影響。
請以「關於經驗的N種思考」為題，結合事例與看法，寫一篇完整的文章，","三、引導寫作
　　　　關於經驗的Ｎ種思考
    雛鳥擁有「印痕現象」而能依憑經驗跟從飼育者；幼獅因靜觀母獅狩獵技巧而能替自身求得溫飽。經驗就如人生航道中的指北針，引領我們駛向壯闊航道。然而，面對長者諄諄教誨，先人們的經驗能否抵擋時代潮流的淘天巨浪？藉由對經驗之談的反思，我興起兩大省思。
    作家_曾志朗有言：「人生沒有棋譜，每日都是新的棋局。」經驗固然重要，然而面對人生嶄新的畫布，一切都將操之在己的創新與突破。正因為企業家_馬雲_深知經驗的墨守成規，而能跳脫框架、不落窠究地依照翻轉思辨。在_中國_仍無一人瞭解網際網路的時代。勇於鄙棄前人對他表以「不可能」、「荒謬之論」、「痴人說夢」的經驗談。而於_美國谷歌_上巿的同時，創立_中國_首家物聯網，縱使中途公司連續十年經營慘淡、幾經搬遷，_馬雲_仍能秉持雖千萬人吾往矣的拚勁，終於造就_阿里巴巴_的榮景。因此，惟有擁有超凡視野、曠闊格局方能突破經驗網羅，開啟歷史新頁。
    秔學巨擘_牛頓_：「我站在巨人的肩膀上。」然而，於各式學術研究、做人處事的道理中，古人的經驗之談仍永恆閃耀溫潤之光。正因為人類能承先啟後、不斷在根基之上，繼續構築堆疊，方能使我們有今日現代的科技。於是我反思，如何權衡經驗輕重之桿？首先，我們當有謙遜低下的心，虛心學習前人的智慧，以立下創新的基礎。其次，能擁有定睛遠方的高度、超凡廣大的胸懷。於學習之時，若有不合時宜的教條當勇於鄙棄；於革新想法湧現時，當持充分證據見解，據理力爭，無畏地突破既有框架傳統。
    如果人生是夜航，則好的經驗能使人免去千迴百轉的遠途、省去徬徨無措的光陰。如果人生是一只密封的蛹殼，則過時的經驗則使我們窒息於殼內，無法羽化成炫麗的彩蝶。透過好經驗與壞經驗的辨視分類，我們終能在寬度的宇宙，覓得一己的人生定位。未來，我將操持經驗的平衡桿，繼續剛強壯膽面對迎面而來的槍林彈雨。
"
106_03,A,4,4,4,4,4,20,"「有經驗」或「沒經驗」其實各有利弊；是利是弊，是阻力是助力，端看事件的性質、事態的發展或當事人如何看待……而定；至於「好經驗」或「壞經驗」，或許也存在著不同的意義與影響。
請以「關於經驗的N種思考」為題，結合事例與看法，寫一篇完整的文章，","三　　  關於經驗的Ｎ種思考
    世事難料，我們就如滄海中的粟米，依著洪流不斷前行，即使一度我們對自己的人生和未來有所規畫和把握，但仍抵擋不了無法預期的風雨。其實人生的際遇在上天造成一個人時就已抵定，但下凡的我們無法預知自己是否就是「上帝的選民」，只能藉以人生中堆砌而成的、一個個壞的或好的經驗作為燈塔，指引我們在茫茫長浪中前行。
    _愛迪生_是「電燈泡之父」，在擁有這個名垂青史的頭銜以前，他不過是被埋藏在實驗中的普通科學家，經驗了無數次挫折與失敗，終於研發出照亮家家戶戶黑夜的電燈泡。對_愛迪生_而言，也許過去那些無數次的失敗是「壞經驗」，但他說：「當我又失敗一次，就可以再淘汰一樣無法用來做成燈泡的材料。」他用正向積極的態度面對被許多人認為是「浪費」的時光。的確，我們為何不用_愛迪生_的「消去法」智慧，來看待生命中那些打擊我們的壞經驗呢？藉由一次次的失敗，來增加下一次成功的機率，畢竟機會不是留給準備好的人，而是「機會只和已經在舞池中的人跳舞」。愈多的挫折，使你握有更強韌的心、更大的成功基數。
    _巴菲特_堪稱「股神」，自十七歲即買了人生中第一張股票，也成功賺來人生第一桶金。在他的生涯中，成功多於失敗，他擁有人人稱羨的好的際遇。但_巴菲特_並沒有溺斃於使人得意的「好經驗」，他在每一次投入新的資金前謹慎規畫，小心金融巿場的陷阱、預測經濟走向的脈動，更重要的是_巴菲特_總懷著他那無與倫比的氣勢和自信，對自己的眼光毫不欵懼也相當信任。他說：「我的每次投資，都像一場遊戲。」我想就是一次次的「好經驗」，成就了_巴菲特_磅礡、難以撼動的氣勢與自信吧！而這樣獨特的人格特質，也為他不斷開創出嶄新、有收穫的局面。
    綜合上述兩位名人的事例，我們可以知道，每人的人生際遇不同，有人輕而易舉的成就自己，也有人必須經歷一番困頓才能得出真諦。但人生際遇中的「壞經驗」與「好經驗」實質並無善惡之分，「壞經驗」磨練出強大的心志，為成功舖路，「好經驗」則帶給你堅定不移的勇氣與自信。兩種經驗在我們人生中相輔相成，也相得益彰，共同編織出千萬種獨特的人格，使我們成為洪流中無可取代的個體，也各自打造出心目中理想、非凡的人生。
  "
106_04,A,4,4,4,4,4,20,"「有經驗」或「沒經驗」其實各有利弊；是利是弊，是阻力是助力，端看事件的性質、事態的發展或當事人如何看待……而定；至於「好經驗」或「壞經驗」，或許也存在著不同的意義與影響。
請以「關於經驗的N種思考」為題，結合事例與看法，寫一篇完整的文章，","三引導寫作：
　　　　關於經驗的Ｎ種思考
    我相信凡是用心走過的，必會在心中留下痕跡。當下也許會認為這次的經驗是多麼精彩，抑或是多麼渺小而微不足道。一次的經驗會在生命的某一隅埋下果實，在某個吹著惠風的午候，也許在電視新聞報導時，甚至在獨處與自我對話的那一刻，頓悟，原來這次的經驗深深影響著我，以致我的視野能更開闊，或者更偏執於某個角度，進而引起我的思考。
    國中甫值年少輕狂的歲月，在面臨自我混洧的矛盾中，因父親的酗酒及母親的不告而別，我極度渴望一灣平靜的港口可供我停泊，那裡有柔和的陽光輕拂我飄搖的心旌。在朋友的呼朋引伴下，我加入陣頭行列。我清楚社會多數人以異樣的眼光視之，可是在每每與陣頭的領隊大叔或是和我年紀相彷的隊友交談過程中，我感受到他們直率的言語中，毫不掩飾的關心與真誠。來跳陣頭的青少年多數和我有相似背景，我們手執著手，圍著升起的炭火，想將彼此因缺乏關愛而炎涼的心烘暖。
    因為我參與過，我知道陣頭的孩子並非如電視上所述十惡不赦。每每聽見其它父母殷殷訓誡子女切勿和「他們」同流合污，我深感哀痛。升高中後我便由姑姑扶養，新環境新朋友進入我的生命。當人們知道我的陣頭背景，皆驚呼我浪子回頭。其實我明白，那浪子沒有回頭，而是成熟升華了。我更能以陣頭經驗給予我的溫暖，以認真、真摯的眼光看待陣頭孩子，還有，那些渴望和熙陽光照拂的社會弱勢族群。
    我曾以為我的生命是上天放置重軛陷我於不義，而在黑暗處，以為心墜*落谷底時，陣頭經驗走入我生命，柳暗花明。別人認為是壞的經驗，甚至當時我以為的沉淪，是日後生命的一隅漸漸芽冒、茁壯。待長大而有濃密的綠蔭時，可以為需要理解、受傷的心阻風擋雨。
"
106_05,A,4,4,4,4,4,20,"「有經驗」或「沒經驗」其實各有利弊；是利是弊，是阻力是助力，端看事件的性質、事態的發展或當事人如何看待……而定；至於「好經驗」或「壞經驗」，或許也存在著不同的意義與影響。
請以「關於經驗的N種思考」為題，結合事例與看法，寫一篇完整的文章，","三　　　　關於經驗的Ｎ種思考
    火熱的豔陽高掛著穹，蔚藍的天不一許殘雲，蒸騰的暑氣籠罩大地，徐徐微風拂面，吹落高掛枝枒的葉，也吹開遊學的序幕……
    十三個小時的飛行，劃開與家鄉的牽絆，熟悉的暖風不再，橫跨半圈地球，這裡吹著令人思鄉的微風，拉緊身上的外套，邁著輕快的步伐，我踏出獨自一人寄居國外的第一步。熟悉的國語不再輰行無阻，口中操著是生疏的美語，在學校外語課的經驗反而成了心中橫跨不過的障礙，出語前的每一秒，腦海閃過的是外師嚴厲矯正文法的一字一句，緊皺著眉，看著語言學校好不容易交到的朋友，明知道她在等著遲遲不見蹤影的答覆，心中卻仍在糾結著外師重複提醒的文法錯誤，幾天下來，這樣的溝通方式反而成了溝通上的隔閡，重挫了信心，也使人心累。
    重新修正自己面對錯誤的態度，打破自己在_臺灣_建構出的心理障礙，我鼓起勇氣和來自世界各地的同學交流，記下自己每一次的錯誤，然後重新再嘗試，漸漸地，我能流暢與外國人溝通，或許不是每一次的用字都完美，但我在經驗中一次次獲得更多進步的動力。
    微風拂面，莞薾一笑勾起心中一波波漣漪，每一個經驗都彌足珍貴，看它的角度足以影響它在你人生中扮演的角色，遇到障礙要學著克服，更要從錯誤中學習，不要讓一個珍貴的經驗反而成為自己向前的阻力，每件事物總是一體兩面，走到絕境時不妨換個方向思考，看事情的角度總是有足以顛覆世界的力量！
    事過境遷，炎炎夏日，蟬聲鳴鳴，距離遊學已是又一輪的四季遞嬗，桌墊下的照片時時刻刻提醒著自己，不要被自己的經驗阻礙，當你停舶於過往的經驗佇足不前，就沒有機會與未來的精彩碰面，經驗是阻力也是助力，如水能載舟，亦能覆舟，端看自己如何運用、思考，每一個經驗都應該被珍惜，好壞是由自己定論，而不是單次經驗所鑄成的過往決定，每一次的經驗都有可取之處，不要停滯於失敗的往昔，才能打造更美好的將來！
"
106_02,A,4,4,4,4,4,20,"「有經驗」或「沒經驗」其實各有利弊；是利是弊，是阻力是助力，端看事件的性質、事態的發展或當事人如何看待……而定；至於「好經驗」或「壞經驗」，或許也存在著不同的意義與影響。
請以「關於經驗的N種思考」為題，結合事例與看法，寫一篇完整的文章，","三
　　　　關於經驗的Ｎ種思考
    我曾經在書上看過這麼一句話：「人生不一定球球都是好球，但是有經驗的強打者，隨時都能揮棒。」在世俗的觀念裡，往往認為有經驗總比沒經驗要好。有了前車之鑑，我們能夠走得更放心；有了識途老馬，我們能夠走得更順暢。但是，事實真一定是如此嗎？
    之前在書中看過一個關於猴子的實驗。在一個封閉的實驗空間的中央，堆放了成堆的香蕉，而被關在其中的猴子們必定會依從生物本能試著去得到食物。但若有一隻猴子拿到香蕉，灑水系統便會啟動，把所有猴子都淋成落湯雞。有了這個經驗不久，在實驗室裡待久了的猴子便深知不可輕舉妄動，但再放入幾隻新來的猴子時，當新猴子嘗試去拿取香蕉時，深怕因此被牽連灑水之苦的舊猴子便會百般阻止。久而久之，沒有猴子取碰香蕉，但牠們都不知道的是，灑水系統早已被關閉了。而人往往也無意識裡把自己限制在無形的禁錮中，扼殺了自己原有的可能性，也阻止了他人的可能性。
    然而，有經驗也倒不是一件壞事。若之前的嘗試帶給我們的是好的結果，那這成果將會帶給我們無比的勇氣以及勇往直前的自信，讓我們更有動力向前邁進。而經驗所謂的「好」與「壞」其實也不是當下的我們能判斷的。曾經被自己創立的蘋果公司解僱的_賈伯斯_先生曾說：「被蘋果炒魷魚是我人生中很好的經驗。成功者的沉重光輝被重新開始的輕鬆感取代，這使我進入最有創造力的階段。」正所謂「塞翁失馬，焉知非福。」有的時候，並不是經驗限制住了我們，而是我們的觀點把自己侷限住了。若我們能用不同的角度來看待經驗，那或許能讓原本的絆腳石變踏腳石，讓阻礙變動力。
    這世上並沒有絕對的好與壞，利與弊。有經驗可以使我們跨出自信堅強的步伐，也可以使我們懼怕得裹足不前。沒有經驗，或許會讓我們不安恐懼自己所邁向的未知未來，也可能讓我們更毫無拘束的探索自己的每一步。不論是有經驗、沒經驗，或者好經驗，壞經驗，重要的是我們不能因經驗而停下，視經驗為障礙，而是要化經驗為利器，為我們斬出美好未來。
"
99_CH10,A+,5,5,5,5,5,25,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","        漂流木的獨白
    又是一捲浪向我襲來，鹹味刺進了我的背。早已失去痛覺，只能靜靜地躺在黯黑中，任憑這沒有生命的沙粒騷擾著我。沒有了根，我撐不起一片蓊鬱；沒有鳥鳴，我無法跟著婆娑起舞。我只是一根獨自在岸邊的漂流木……
    我曾經也是雄壯的。茂綠的山丘，清澈如鏡般湖水，四周的青草如地毯般柔軟，我就直挺挺地佇立在之中。一叢濃密的草叢簇擁著我，總在我腳邊呵癢逗得我嘻嘻笑。群鳥們總是站在我肩上大合唱，啁啾聲是我每晚必聽的安眠曲。池邊的蛙兒們也總是鼓動牠們的肚皮，催促我看看牠們新生的蝌蚪。總在陽光的沐浴下，我把自己頂上亭亭如蓋的濃綠拿出來曬；每當耀目的光芒剔淨了我的眼垢，我便精神抖擻地為之振奮。大地鳥兒陽光全是我的夥伴，在我還未來到海邊前。
    記得是一陣突如其來的洪水將我連根拔起，將我四分五裂，更可恨的是將我帶離我最愛的家。一陣暴雨傾盆而下，閃電向大地狠劈，洪水便如無數的手撕裂大地。水是輕柔，下手卻重，一一將大夥兒帶往各方狂奔。雨仍在狂瀉，陽光也都被震懾而跌落裂縫，四周不再是安詳和平，而是一行行來不及寫下的悲傷和尖叫。狂風呼嘯而過，什麼都帶走了，只剩下一片光禿的山丘獨立。
    在那可怕的摧毀下，我便被隻身沖刷到此。一想到那些，愀心的痛便化作一張網，將我纏繞、勒緊，痛苦地悶著氣，我仍衝破不了那張網。我躺在沙灘上急促地呼吸，直到一道和煦的陽光卸下了我的束縛。仍是那道熟悉的暖陽，如一道暖流輕輕地滑過，我笑了。原來潮落終究潮起，黑夜終將黎明，我抬頭望著太陽，和背上那剛突然來訪的寄居蟹一起歌唱，享受陽光的照耀。儘管我只是根漂流木，我依然要在我存在的地方，保有同樣濃密茂綠的精神。"
99_CH02,A+,5,5,5,5,5,25,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","三
        漂流木的獨白
    我忘了我是誰！是一段腐朽的雲杉，或是斑駁的紅檜？我忘了我來自何方！是自直上雲霄的玉山、抑或是森林蓊鬱的關子嶺？我忘了我是如何結束我恆亙人類文明的一生！是天降閃電，還是颶風摧折？浸泡在發出陣陣朽味的爛泥中，我聆聽著同伴們的絮絮叨叨，以拼湊我的過往。撫著腰部平整的斷口，我知道，一定跟人類脫不了干係！
    他們說，我們來自海拔一千五百公尺的霧林，是體態魁梧、質地堅強的檜木。我們的家鄉終年雲霧繚繞、嵐氣嬝嬝，可比得上人類文士所歌頌的巍峨五嶽。鳥鳴啁啾、風聲颯颯、水流潺潺，在這裡的所有音韻，都是人們嚮往的天籟。然而，當文明的足跡一步步踏入這座世外桃源，我的同伴們的哀嚎聲也漸漸溢出我的胸口。同伴們在嗡嗡巨響的電鋸聲中一一倒下，我瞪著呆滯雙眸，看著人們踏過漫遍整片山坡的巨木鮮血，神情傲慢地朝我走來。「這株粗壯喔！一定可賣好價錢！」他們在我面前，興奮地比劃著如何將我肢解。我慌亂地揮舞我的枝條，振動著他們感覺不到的聲帶「求求你們！難道你們不知道殘殺我們後，你們將遭受的天讉嗎？」他們沒聽到，也不知道，只是發動嗡嗡的電鋸，而我身為生命的記憶，也嘎然而止。
    再次醒來，舉目所見，盡是人類世界的滿目瘡痍，房舍崩壞，田畝流失，莫非是造物主對人類的懲罰，而為我們的子孫奮回一隅洪荒之地。我在急湍中任流東西，感受著人們遲來的悔恨與無盡的自責。「_莫拉克颱風_」，將我的遺骸沖出故里，接受在功利社會仍然清醒、豁然醒悟人們的憑悼。我再不是為他們守護家園的神木，我的生命終結在人類無窮無盡的貪婪之中。但是，那一滴懊悔的眼淚，卻使我吞下到口的詛咒。我——一截破損的漂流木，真誠地盼望人們能記取這慘痛的教訓，從此不再重蹈覆轍。
    「劈啪！劈啪！」一位將我拾走的老婦，在竉中燃起了火焰熊熊，我知道，我將為人們貢獻出最後一絲心力，在烈火中化為輕煙一縷。儘管如此，我的灰燼仍會成為養份，為世界滋養世世代代的幼苗及新生命。"
99_CH05,A+,5,5,5,5,5,25,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","        漂流木的獨白
    曾經聽人說過：旅行，是一次次的出走。那麼我，是在旅行嗎？是在出走嗎？我看著不熟悉的水面，忍不住自問。
    不知道為什麼，這裡的水又苦又鹹，讓我想起幾年前的一對男女，在我繁盛的枝椏下爭執，那女孩的淚水，也是這般鹹味。水面上淡金的夕陽是我從沒見過的美麗，不似在山裡的和煦，他強烈的顏色是一種奢華。我想，是否我的出走就是為了這一抹濃厚的油彩？
    我經歷了一場暴風雨，隨著土石一潟而下，滾滾的黃沙沖斷了我的手臂，來不及喊疼，我不斷翻騰，也知道自己不停的碎裂，如此洶湧近乎殘暴的河水我從沒見過。我不曾離開過出生的那片土地，可我也再也回不去了。昔人還有晉代衣冠成古丘，可我呢？回頭一看，那片曾經翠綠的山，披上一件土色破衣，我看不見我的故土。
    我想起那些旅行的遊人，他們抛棄知識價值，一身輕鬆的遊覽，累了倦了仍可拾起他所棄之一切，仍可回歸故鄉，預備下一次的出遊。而我，恐怕再也回不去了。事到如今才開始怨恨當初根埋的不深，身體不夠強壯。曾經我的枝椏可以庇護鳥群和短暫躲雨的人們。如今，我橫躺在沙地上，冰冷的浪有一下沒一下地拍打我的身軀，那燦爛的過份的落日還不願沉入海底，照在我身上的光芒彷彿是他的情愛。是啊！在山岥上他也是如此的照耀著我，使我茁壯。可我知道，我清楚的知道，再多的陽光陪伴，我依然步向死亡。
    天空間始有了黑暗拉扯，那個我喜歡的有滿天星斗的黑夜在今卻如死神般沉默，等我淌完那百年之淚。我想，這一定不是旅行，而是出走，一次無法回頭的出走。"
99_CH04,A+,5,5,5,5,5,25,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","        漂流木的獨白
    海水太鹹，嗆得我流淚。
    我好想念那道潺潺的山泉、那陣沁涼的微風、那絲溫柔的朝陽、那坏甘美的土壤、那片茵茵的綠意、那株長在我腳邊的小花兒、那雙在我肩頭巢居的綠繡眼、……我想那個美麗的山頭，想念曾經……
    曾經，我和他相逢在一個夏日午夜。這頑皮的小男孩喜歡坐在我肩上，用力拉扯我的毛髮想讓我下跪求饒，但我只是笑著給他滿懷甜蜜。我們曾細數天上繁星、曾一起在暖陽下打盹、曾一起沐浴於午後雷雨中、曾在早晨的煙嵐中元起捉迷藏……他要我當他永遠不老的家人，而我只是笑著給他滿懷甜蜜。
    幸福，在大水中滅頂。
    從來都不知道那潺潺山泉也會變得這麼狂暴，大水在山頭怒號，捲走了一切安寧和平靜：風兇猛的嘶吼、雷雨狂亂的傾瀉、沙土汙濁了草綠、濁水淹沒了紅蕊、……就連我也站不住腳了，一個踉蹌，便灰頭土臉的栽進泥流之中，隨著大水身不由己的離開我的山頭。
    漂阿！盪啊！不知流浪了多久，我傷痕累累的軀體終於停在一片寬闊的濁意裡。環顧四周，除了和我一樣被迫逃離家園的漂流木之外，隨處可見的還有一個個浮腫的屍體，看得我心中一驚：啊！那小男孩怎麼了呢？他是否安然無恙？看著蒼白的軀體，我不敢想像第二種可能性，只是祈禱那快樂的笑聲能再次迴盪山際。
    孩子，對不起，我無法成為你永遠的家人了。我不要你為我哭泣。只希望你因為我的曾經存在而保護那座滿載我倆回憶的山頭，讓我們的回憶，真正不朽。
    海水太鹹，因為包含我的血淚。"
99_CH03,A+,5,5,5,5,5,25,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","        漂流木的獨白
    風雨之後，一片寂靜。只能聽見浪潮聲音，自地平線那端來，逐漸在我耳邊散去。天很藍，也藍了我的心。
    我是一顆漂流木。在參與那慘絕人寰的滅村行動後，我就一直躺在這片沙灘上，任豔陽炙烤，任海風刺骨地在我日漸枯槁的身軀鞭苔。我無力反擊，也沒有逃脫的自由，連詢問為何遭到如此酷刑的權力都沒有。一直記得那天是父親節，家家戶戶和樂地聚在一塊，慰勞平時辛苦撐起一個家的那大手的主人，享天倫之樂。我邪惡地壓垮了那男主人所撐起的天空，滾過女主人盡心守護的家園；沖散了孩子們的笑聲，連黃狗都不放過。
    我瞭解這個痛，家破人亡的椎心之痛。因為我也曾經這樣痛過。當怪手無情地輾進我的烏托邦，鋒利的斧頭將我親愛的家人腰斬，我的心也跟著碎了，拼不回來了。想要報復的火在我心中不停地燒起，已經記不得什麼是君子、什麼是忠恕之道了。那一場暴雨成了我的利器，顧不得誰才是真正的兇手，恨意使我紅了眼，誓死都要替我愛的他們討回公道。挾著滂沱的雨，我舉起鋒利的巨斧，斬壞了村民們的避風港；也拆散了幸福所織成的網，曾經是那麼綿密又溫暖的那面網。
    哀慟的聲音不斷，喚醒了我殘存的良知。我後悔了。都已經造成我的不幸了，那我為何還要去讓更多人流離失所，讓天堂成了人間煉獄？
    我在這謐靜的沙灘上贖罪，希望少了喧嚣的干擾能讓我的傷痕慢慢癒合；希望夜裡的繁星能點亮我黑暗的殘缺；希望春日的新陽能融化我冰凍的心。遠方來了隻海鷗，停在我的身上，悄悄地告訴我，即將颳起的那陣風可以帶我離開這個傷痛的地方，可以帶我到地平線的另一端，重新開始。
    也許我即將離開，忘了所有的傷，帶著一顆嶄新的心去築起一片永遠不會崩壞的天空。"
99_CH08,A+,5,5,5,4,5,24,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","        漂流木的獨白
    滾滾的洪流摻雜許許多多的土石黃泥；狂風豪雨挾帶著詭譎不安的氣氛而至。我記得就是在這近乎天崩地裂的一天，將我的幸福一一撀碎，把我硬生生地從溫暖的家拉了出來，丟置在這廣漠無垠的大海上漂流。我痛不欲生、驚恐萬分。在海浪一波波地襲捲下，我離我的家愈來愈遠，究竟何時我才能回到從前的幸福呢？
    現在的我不再是當初那個意氣風發、氣宇軒昂的參天神木，諷刺的是我居然被颱風硬生生的截斷，碎成了好多段，四處漂流。身上的傷還未痊癒，心裡的痛更是難以形容。我居然淪落到成為一個毫不起眼，甚至是要看「海」的臉色才能決定我行走方向的漂流木！我不禁仰天哀嚎，痛哭失聲。正當我在向天訴苦之時，一陣巨浪不留情份的襲捲而來，我突然無法呼吸，眼前一面黑暗，我好怕、好怕，究竟它又要將我吞噬到哪兒？到底我還有沒有明天？
    「涮」的一聲，我覺得自己好像是被甩到了平地上，我用盡全身的力氣張開眼，我看見了沙灘。現在我明白自己是到了海邊了。身邊也躺了一些破碎不堪的枯木。我摸了摸自己，又多了幾處傷痕。痛，在身上漾了開來；氣憤不平，更是如狂風爆雨般衝至我心，使我的淚如波濤洶湧般地渲洩出來。我想我是再也回不到從前的英勇日子了。
    我恨，恨人類的貪婪無度，任意破壞我的山林之美；我怨，怨時代的進步，致使工商業的用地肆意擴張，竟妄想我那美麗的家園；我嘆，嘆天公的無情，居然讓那群無知的人類侵入大自然搜括掠取，最後害得我淪落天涯，痛苦萬分；我更想問，問颱風為何而至？將我害得如此淒慘可憐，卻沒有任何萬物來同情我的遭遇？
    水土保持的不嚴謹，導致大自然的反撲，害我成為這次的風災的犧牲品，但我還是不明白，這麼沉重的十字架為何要由我來承擔呢？風雨無情，人類更加無情。他們的自私自利卻要我來替他承受；他們對生態的破壞，卻要我來買單，這天理何在啊！
    突然，我聽見人類的聲音。他們發現我了。他們仔細地端詳我，似乎在看看我還有什麼價值。唉，我想我是劫數難逃了。我閉上眼，淚珠滴滴滑落，滴在臉上、滴在心上，滴在這不公的世界裡，原來，我是一個漂流木，一個不受人讚嘆及尊敬的漂流木……"
99_CH06,A+,5,5,5,5,5,25,"2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。
請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。","        漂流木的獨白
    我躺在沙地上，仰望著澄靜藍天，幾乎飄忽如紗的白雲綴在天邊，飛鳥唱著歌劃過天空，歌聲隨著陽光灑落大地。一切是如此平和而令人喜悅，但裏著身體的溫暖，卻無法抹去我心裡那一層深深的憂傷。在海邊，被浪潮拍打著，我是被遺忘的漂流木。
    大地在無聲中甦醒，東方的魚肚白帶來了無限生機，鳥兒停在我的手臂上小憩，對我輕聲的耳語。我驕傲的矗立，頂著一頭蓬鬆的綠髮，迎著風，我和同伴們搖頭晃腦的高聲合唱。這是暴風雨前的寧靜。不久，旭日羞怯地躲入雲層中，我望見遠處山的那一頭有片片烏雲如大軍逼進，在一片錯愕中，我和同伴聽見了如戰鼓般的洶湧水聲襲來，來不及反應，剎時間狂暴的河水怒吼著，撲向我們。只見上頭的幾個朋友無力抵抗，最終沒入洪流之中，不見蹤影。我的心中爬滿恐懼，奮力掙扎，無奈力不從心，就這麼成了失了根的孩子。
    在滾滾洪水中浮沉，我的內心是一片茫然哀淒，河水在我耳邊湍急流過，激蕩出混濁的嘶吼，似乎也在為我哭泣。我像一艘無帆的船，隨浪逐流，等待著下次災難的降臨。一路上。我看著岸上哭嚎逃難的人們，心中燃燒著滿腔的憤怒，痛恨著人類自私地開發，破壞了我堅固的家園，而如今令我不解的是，為何自己必需替人類承擔這滿身的罪孽？這並非我的錯啊！
    我就這麼流浪到了海邊，赤裸的身軀沒有任何包覆，失去了秀麗的髮，留下的僅是殘破的軀體。冰冷的浪濤嫌棄我，將我推向岸上，還用浪花拍打我。世上最難受的事，莫過於陷入了絕望的深淵，卻流不下任何一滴淚吧！遠處有幾個人在挑揀著殘敗的枯枝，他們視這樣的醜陋為精緻的美，愚蠢的人類啊！那山林裡壯闊的綠意，豈不是更珍貴嗎？"
